"","X","Periodo","Tipo.de.dato","Grupos.ECOICOP","value"
"1",1,"2023M12","Índice","Índice general",113.308
"2",2,"2023M11","Índice","Índice general",113.28
"3",3,"2023M10","Índice","Índice general",113.676
"4",4,"2023M09","Índice","Índice general",113.348
"5",5,"2023M08","Índice","Índice general",113.149
"6",6,"2023M07","Índice","Índice general",112.544
"7",7,"2023M06","Índice","Índice general",112.354
"8",8,"2023M05","Índice","Índice general",111.719
"9",9,"2023M04","Índice","Índice general",111.773
"10",10,"2023M03","Índice","Índice general",111.111
"11",11,"2023M02","Índice","Índice general",110.703
"12",12,"2023M01","Índice","Índice general",109.668
"13",13,"2022M12","Índice","Índice general",109.899
"14",14,"2022M11","Índice","Índice general",109.734
"15",15,"2022M10","Índice","Índice general",109.866
"16",16,"2022M09","Índice","Índice general",109.498
"17",17,"2022M08","Índice","Índice general",110.265
"18",18,"2022M07","Índice","Índice general",109.986
"19",19,"2022M06","Índice","Índice general",110.267
"20",20,"2022M05","Índice","Índice general",108.262
"21",21,"2022M04","Índice","Índice general",107.375
"22",22,"2022M03","Índice","Índice general",107.566
"23",23,"2022M02","Índice","Índice general",104.403
"24",24,"2022M01","Índice","Índice general",103.567
"25",25,"2021M12","Índice","Índice general",103.965
"26",26,"2021M11","Índice","Índice general",102.738
"27",27,"2021M10","Índice","Índice general",102.425
"28",28,"2021M09","Índice","Índice general",100.575
"29",29,"2021M08","Índice","Índice general",99.743
"30",30,"2021M07","Índice","Índice general",99.292
"31",31,"2021M06","Índice","Índice general",100.046
"32",32,"2021M05","Índice","Índice general",99.572
"33",33,"2021M04","Índice","Índice general",99.105
"34",34,"2021M03","Índice","Índice general",97.949
"35",35,"2021M02","Índice","Índice general",97.008
"36",36,"2021M01","Índice","Índice general",97.583
"37",37,"2020M12","Índice","Índice general",97.574
"38",38,"2020M11","Índice","Índice general",97.367
"39",39,"2020M10","Índice","Índice general",97.208
"40",40,"2020M09","Índice","Índice general",96.7
"41",41,"2020M08","Índice","Índice general",96.555
"42",42,"2020M07","Índice","Índice general",96.511
"43",43,"2020M06","Índice","Índice general",97.385
"44",44,"2020M05","Índice","Índice general",96.938
"45",45,"2020M04","Índice","Índice general",96.944
"46",46,"2020M03","Índice","Índice general",96.652
"47",47,"2020M02","Índice","Índice general",97.024
"48",48,"2020M01","Índice","Índice general",97.139
"49",49,"2019M12","Índice","Índice general",98.096
"50",50,"2019M11","Índice","Índice general",98.167
"51",51,"2019M10","Índice","Índice general",98.001
"52",52,"2019M09","Índice","Índice general",97.059
"53",53,"2019M08","Índice","Índice general",97.059
"54",54,"2019M07","Índice","Índice general",97.113
"55",55,"2019M06","Índice","Índice general",97.719
"56",56,"2019M05","Índice","Índice general",97.834
"57",57,"2019M04","Índice","Índice general",97.644
"58",58,"2019M03","Índice","Índice general",96.669
"59",59,"2019M02","Índice","Índice general",96.32
"60",60,"2019M01","Índice","Índice general",96.085
"61",61,"2018M12","Índice","Índice general",97.329
"62",62,"2018M11","Índice","Índice general",97.768
"63",63,"2018M10","Índice","Índice general",97.875
"64",64,"2018M09","Índice","Índice general",96.978
"65",65,"2018M08","Índice","Índice general",96.742
"66",66,"2018M07","Índice","Índice general",96.604
"67",67,"2018M06","Índice","Índice general",97.302
"68",68,"2018M05","Índice","Índice general",97.048
"69",69,"2018M04","Índice","Índice general",96.181
"70",70,"2018M03","Índice","Índice general",95.393
"71",71,"2018M02","Índice","Índice general",95.281
"72",72,"2018M01","Índice","Índice general",95.153
"73",73,"2017M12","Índice","Índice general",96.19
"74",74,"2017M11","Índice","Índice general",96.147
"75",75,"2017M10","Índice","Índice general",95.71
"76",76,"2017M09","Índice","Índice general",94.835
"77",77,"2017M08","Índice","Índice general",94.67
"78",78,"2017M07","Índice","Índice general",94.482
"79",79,"2017M06","Índice","Índice general",95.138
"80",80,"2017M05","Índice","Índice general",95.097
"81",81,"2017M04","Índice","Índice general",95.154
"82",82,"2017M03","Índice","Índice general",94.249
"83",83,"2017M02","Índice","Índice general",94.269
"84",84,"2017M01","Índice","Índice general",94.609
"85",85,"2016M12","Índice","Índice general",95.132
"86",86,"2016M11","Índice","Índice general",94.572
"87",87,"2016M10","Índice","Índice general",94.23
"88",88,"2016M09","Índice","Índice general",93.165
"89",89,"2016M08","Índice","Índice general",93.161
"90",90,"2016M07","Índice","Índice general",93.041
"91",91,"2016M06","Índice","Índice general",93.723
"92",92,"2016M05","Índice","Índice general",93.292
"93",93,"2016M04","Índice","Índice general",92.785
"94",94,"2016M03","Índice","Índice general",92.139
"95",95,"2016M02","Índice","Índice general",91.552
"96",96,"2016M01","Índice","Índice general",91.876
"97",97,"2015M12","Índice","Índice general",93.663
"98",98,"2015M11","Índice","Índice general",93.937
"99",99,"2015M10","Índice","Índice general",93.595
"100",100,"2015M09","Índice","Índice general",92.999
"101",101,"2015M08","Índice","Índice general",93.286
"102",102,"2015M07","Índice","Índice general",93.597
"103",103,"2015M06","Índice","Índice general",94.474
"104",104,"2015M05","Índice","Índice general",94.222
"105",105,"2015M04","Índice","Índice general",93.774
"106",106,"2015M03","Índice","Índice general",92.92
"107",107,"2015M02","Índice","Índice general",92.331
"108",108,"2015M01","Índice","Índice general",92.141
"109",109,"2014M12","Índice","Índice general",93.646
"110",110,"2014M11","Índice","Índice general",94.195
"111",111,"2014M10","Índice","Índice general",94.261
"112",112,"2014M09","Índice","Índice general",93.824
"113",113,"2014M08","Índice","Índice general",93.681
"114",114,"2014M07","Índice","Índice general",93.533
"115",115,"2014M06","Índice","Índice general",94.421
"116",116,"2014M05","Índice","Índice general",94.395
"117",117,"2014M04","Índice","Índice general",94.373
"118",118,"2014M03","Índice","Índice general",93.541
"119",119,"2014M02","Índice","Índice general",93.333
"120",120,"2014M01","Índice","Índice general",93.373
"121",121,"2013M12","Índice","Índice general",94.632
"122",122,"2013M11","Índice","Índice general",94.547
"123",123,"2013M10","Índice","Índice general",94.351
"124",124,"2013M09","Índice","Índice general",93.969
"125",125,"2013M08","Índice","Índice general",94.145
"126",126,"2013M07","Índice","Índice general",93.853
"127",127,"2013M06","Índice","Índice general",94.34
"128",128,"2013M05","Índice","Índice general",94.201
"129",129,"2013M04","Índice","Índice general",94.028
"130",130,"2013M03","Índice","Índice general",93.678
"131",131,"2013M02","Índice","Índice general",93.349
"132",132,"2013M01","Índice","Índice general",93.188
"133",133,"2012M12","Índice","Índice general",94.394
"134",134,"2012M11","Índice","Índice general",94.328
"135",135,"2012M10","Índice","Índice general",94.445
"136",136,"2012M09","Índice","Índice general",93.649
"137",137,"2012M08","Índice","Índice general",92.736
"138",138,"2012M07","Índice","Índice general",92.217
"139",139,"2012M06","Índice","Índice general",92.433
"140",140,"2012M05","Índice","Índice general",92.606
"141",141,"2012M04","Índice","Índice general",92.743
"142",142,"2012M03","Índice","Índice general",91.458
"143",143,"2012M02","Índice","Índice general",90.847
"144",144,"2012M01","Índice","Índice general",90.753
"145",145,"2011M12","Índice","Índice general",91.762
"146",146,"2011M11","Índice","Índice general",91.643
"147",147,"2011M10","Índice","Índice general",91.273
"148",148,"2011M09","Índice","Índice general",90.559
"149",149,"2011M08","Índice","Índice general",90.338
"150",150,"2011M07","Índice","Índice general",90.226
"151",151,"2011M06","Índice","Índice general",90.713
"152",152,"2011M05","Índice","Índice general",90.841
"153",153,"2011M04","Índice","Índice general",90.871
"154",154,"2011M03","Índice","Índice general",89.754
"155",155,"2011M02","Índice","Índice general",89.088
"156",156,"2011M01","Índice","Índice general",88.975
"157",157,"2010M12","Índice","Índice general",89.631
"158",158,"2010M11","Índice","Índice general",89.084
"159",159,"2010M10","Índice","Índice general",88.603
"160",160,"2010M09","Índice","Índice general",87.801
"161",161,"2010M08","Índice","Índice general",87.74
"162",162,"2010M07","Índice","Índice general",87.519
"163",163,"2010M06","Índice","Índice general",87.913
"164",164,"2010M05","Índice","Índice general",87.756
"165",165,"2010M04","Índice","Índice general",87.562
"166",166,"2010M03","Índice","Índice general",86.639
"167",167,"2010M02","Índice","Índice general",86.001
"168",168,"2010M01","Índice","Índice general",86.158
"169",169,"2009M12","Índice","Índice general",87.031
"170",170,"2009M11","Índice","Índice general",87.053
"171",171,"2009M10","Índice","Índice general",86.584
"172",172,"2009M09","Índice","Índice general",85.971
"173",173,"2009M08","Índice","Índice general",86.174
"174",174,"2009M07","Índice","Índice general",85.874
"175",175,"2009M06","Índice","Índice general",86.614
"176",176,"2009M05","Índice","Índice general",86.234
"177",177,"2009M04","Índice","Índice general",86.264
"178",178,"2009M03","Índice","Índice general",85.43
"179",179,"2009M02","Índice","Índice general",85.29
"180",180,"2009M01","Índice","Índice general",85.281
"181",181,"2008M12","Índice","Índice general",86.345
"182",182,"2008M11","Índice","Índice general",86.79
"183",183,"2008M10","Índice","Índice general",87.16
"184",184,"2008M09","Índice","Índice general",86.861
"185",185,"2008M08","Índice","Índice general",86.879
"186",186,"2008M07","Índice","Índice general",87.066
"187",187,"2008M06","Índice","Índice general",87.486
"188",188,"2008M05","Índice","Índice general",86.985
"189",189,"2008M04","Índice","Índice general",86.402
"190",190,"2008M03","Índice","Índice general",85.482
"191",191,"2008M02","Índice","Índice general",84.73
"192",192,"2008M01","Índice","Índice general",84.598
"193",193,"2007M12","Índice","Índice general",85.125
"194",194,"2007M11","Índice","Índice general",84.77
"195",195,"2007M10","Índice","Índice general",84.167
"196",196,"2007M09","Índice","Índice general",83.09
"197",197,"2007M08","Índice","Índice general",82.818
"198",198,"2007M07","Índice","Índice general",82.704
"199",199,"2007M06","Índice","Índice general",83.311
"200",200,"2007M05","Índice","Índice general",83.158
"201",201,"2007M04","Índice","Índice general",82.93
"202",202,"2007M03","Índice","Índice general",81.8
"203",203,"2007M02","Índice","Índice general",81.184
"204",204,"2007M01","Índice","Índice general",81.129
"205",205,"2006M12","Índice","Índice general",81.678
"206",206,"2006M11","Índice","Índice general",81.455
"207",207,"2006M10","Índice","Índice general",81.254
"208",208,"2006M09","Índice","Índice general",80.922
"209",209,"2006M08","Índice","Índice general",81.055
"210",210,"2006M07","Índice","Índice general",80.89
"211",211,"2006M06","Índice","Índice general",81.374
"212",212,"2006M05","Índice","Índice general",81.251
"213",213,"2006M04","Índice","Índice general",80.959
"214",214,"2006M03","Índice","Índice general",79.833
"215",215,"2006M02","Índice","Índice general",79.272
"216",216,"2006M01","Índice","Índice general",79.234
"217",217,"2005M12","Índice","Índice general",79.557
"218",218,"2005M11","Índice","Índice general",79.386
"219",219,"2005M10","Índice","Índice general",79.266
"220",220,"2005M09","Índice","Índice general",78.627
"221",221,"2005M08","Índice","Índice general",78.147
"222",222,"2005M07","Índice","Índice general",77.805
"223",223,"2005M06","Índice","Índice general",78.284
"224",224,"2005M05","Índice","Índice general",78.102
"225",225,"2005M04","Índice","Índice general",77.953
"226",226,"2005M03","Índice","Índice general",76.846
"227",227,"2005M02","Índice","Índice general",76.243
"228",228,"2005M01","Índice","Índice general",76.046
"229",229,"2004M12","Índice","Índice general",76.692
"230",230,"2004M11","Índice","Índice general",76.767
"231",231,"2004M10","Índice","Índice general",76.575
"232",232,"2004M09","Índice","Índice general",75.796
"233",233,"2004M08","Índice","Índice general",75.661
"234",234,"2004M07","Índice","Índice general",75.328
"235",235,"2004M06","Índice","Índice general",75.904
"236",236,"2004M05","Índice","Índice general",75.784
"237",237,"2004M04","Índice","Índice general",75.34
"238",238,"2004M03","Índice","Índice general",74.322
"239",239,"2004M02","Índice","Índice general",73.807
"240",240,"2004M01","Índice","Índice general",73.773
"241",241,"2003M12","Índice","Índice general",74.294
"242",242,"2003M11","Índice","Índice general",74.167
"243",243,"2003M10","Índice","Índice general",73.926
"244",244,"2003M09","Índice","Índice general",73.431
"245",245,"2003M08","Índice","Índice general",73.213
"246",246,"2003M07","Índice","Índice general",72.878
"247",247,"2003M06","Índice","Índice general",73.338
"248",248,"2003M05","Índice","Índice general",73.289
"249",249,"2003M04","Índice","Índice general",73.357
"250",250,"2003M03","Índice","Índice general",72.765
"251",251,"2003M02","Índice","Índice general",72.264
"252",252,"2003M01","Índice","Índice general",72.111
"253",253,"2002M12","Índice","Índice general",72.409
"254",254,"2002M11","Índice","Índice general",72.169
"255",255,"2002M10","Índice","Índice general",72.058
"256",256,"2002M09","Índice","Índice general",71.351
"257",257,"2002M08","Índice","Índice general",71.085
"258",258,"2002M07","Índice","Índice general",70.882
"259",259,"2002M06","Índice","Índice general",71.377
"260",260,"2002M05","Índice","Índice general",71.374
"261",261,"2002M04","Índice","Índice general",71.118
"262",262,"2002M03","Índice","Índice general",70.165
"263",263,"2002M02","Índice","Índice general",69.59
"264",264,"2002M01","Índice","Índice general",69.53
"265",265,"2023M12","Variación mensual","Índice general",0
"266",266,"2023M11","Variación mensual","Índice general",-0.3
"267",267,"2023M10","Variación mensual","Índice general",0.3
"268",268,"2023M09","Variación mensual","Índice general",0.2
"269",269,"2023M08","Variación mensual","Índice general",0.5
"270",270,"2023M07","Variación mensual","Índice general",0.2
"271",271,"2023M06","Variación mensual","Índice general",0.6
"272",272,"2023M05","Variación mensual","Índice general",0
"273",273,"2023M04","Variación mensual","Índice general",0.6
"274",274,"2023M03","Variación mensual","Índice general",0.4
"275",275,"2023M02","Variación mensual","Índice general",0.9
"276",276,"2023M01","Variación mensual","Índice general",-0.2
"277",277,"2022M12","Variación mensual","Índice general",0.2
"278",278,"2022M11","Variación mensual","Índice general",-0.1
"279",279,"2022M10","Variación mensual","Índice general",0.3
"280",280,"2022M09","Variación mensual","Índice general",-0.7
"281",281,"2022M08","Variación mensual","Índice general",0.3
"282",282,"2022M07","Variación mensual","Índice general",-0.3
"283",283,"2022M06","Variación mensual","Índice general",1.9
"284",284,"2022M05","Variación mensual","Índice general",0.8
"285",285,"2022M04","Variación mensual","Índice general",-0.2
"286",286,"2022M03","Variación mensual","Índice general",3
"287",287,"2022M02","Variación mensual","Índice general",0.8
"288",288,"2022M01","Variación mensual","Índice general",-0.4
"289",289,"2021M12","Variación mensual","Índice general",1.2
"290",290,"2021M11","Variación mensual","Índice general",0.3
"291",291,"2021M10","Variación mensual","Índice general",1.8
"292",292,"2021M09","Variación mensual","Índice general",0.8
"293",293,"2021M08","Variación mensual","Índice general",0.5
"294",294,"2021M07","Variación mensual","Índice general",-0.8
"295",295,"2021M06","Variación mensual","Índice general",0.5
"296",296,"2021M05","Variación mensual","Índice general",0.5
"297",297,"2021M04","Variación mensual","Índice general",1.2
"298",298,"2021M03","Variación mensual","Índice general",1
"299",299,"2021M02","Variación mensual","Índice general",-0.6
"300",300,"2021M01","Variación mensual","Índice general",0
"301",301,"2020M12","Variación mensual","Índice general",0.2
"302",302,"2020M11","Variación mensual","Índice general",0.2
"303",303,"2020M10","Variación mensual","Índice general",0.5
"304",304,"2020M09","Variación mensual","Índice general",0.2
"305",305,"2020M08","Variación mensual","Índice general",0
"306",306,"2020M07","Variación mensual","Índice general",-0.9
"307",307,"2020M06","Variación mensual","Índice general",0.5
"308",308,"2020M05","Variación mensual","Índice general",0
"309",309,"2020M04","Variación mensual","Índice general",0.3
"310",310,"2020M03","Variación mensual","Índice general",-0.4
"311",311,"2020M02","Variación mensual","Índice general",-0.1
"312",312,"2020M01","Variación mensual","Índice general",-1
"313",313,"2019M12","Variación mensual","Índice general",-0.1
"314",314,"2019M11","Variación mensual","Índice general",0.2
"315",315,"2019M10","Variación mensual","Índice general",1
"316",316,"2019M09","Variación mensual","Índice general",0
"317",317,"2019M08","Variación mensual","Índice general",-0.1
"318",318,"2019M07","Variación mensual","Índice general",-0.6
"319",319,"2019M06","Variación mensual","Índice general",-0.1
"320",320,"2019M05","Variación mensual","Índice general",0.2
"321",321,"2019M04","Variación mensual","Índice general",1
"322",322,"2019M03","Variación mensual","Índice general",0.4
"323",323,"2019M02","Variación mensual","Índice general",0.2
"324",324,"2019M01","Variación mensual","Índice general",-1.3
"325",325,"2018M12","Variación mensual","Índice general",-0.4
"326",326,"2018M11","Variación mensual","Índice general",-0.1
"327",327,"2018M10","Variación mensual","Índice general",0.9
"328",328,"2018M09","Variación mensual","Índice general",0.2
"329",329,"2018M08","Variación mensual","Índice general",0.1
"330",330,"2018M07","Variación mensual","Índice general",-0.7
"331",331,"2018M06","Variación mensual","Índice general",0.3
"332",332,"2018M05","Variación mensual","Índice general",0.9
"333",333,"2018M04","Variación mensual","Índice general",0.8
"334",334,"2018M03","Variación mensual","Índice general",0.1
"335",335,"2018M02","Variación mensual","Índice general",0.1
"336",336,"2018M01","Variación mensual","Índice general",-1.1
"337",337,"2017M12","Variación mensual","Índice general",0
"338",338,"2017M11","Variación mensual","Índice general",0.5
"339",339,"2017M10","Variación mensual","Índice general",0.9
"340",340,"2017M09","Variación mensual","Índice general",0.2
"341",341,"2017M08","Variación mensual","Índice general",0.2
"342",342,"2017M07","Variación mensual","Índice general",-0.7
"343",343,"2017M06","Variación mensual","Índice general",0
"344",344,"2017M05","Variación mensual","Índice general",-0.1
"345",345,"2017M04","Variación mensual","Índice general",1
"346",346,"2017M03","Variación mensual","Índice general",0
"347",347,"2017M02","Variación mensual","Índice general",-0.4
"348",348,"2017M01","Variación mensual","Índice general",-0.5
"349",349,"2016M12","Variación mensual","Índice general",0.6
"350",350,"2016M11","Variación mensual","Índice general",0.4
"351",351,"2016M10","Variación mensual","Índice general",1.1
"352",352,"2016M09","Variación mensual","Índice general",0
"353",353,"2016M08","Variación mensual","Índice general",0.1
"354",354,"2016M07","Variación mensual","Índice general",-0.7
"355",355,"2016M06","Variación mensual","Índice general",0.5
"356",356,"2016M05","Variación mensual","Índice general",0.5
"357",357,"2016M04","Variación mensual","Índice general",0.7
"358",358,"2016M03","Variación mensual","Índice general",0.6
"359",359,"2016M02","Variación mensual","Índice general",-0.4
"360",360,"2016M01","Variación mensual","Índice general",-1.9
"361",361,"2015M12","Variación mensual","Índice general",-0.3
"362",362,"2015M11","Variación mensual","Índice general",0.4
"363",363,"2015M10","Variación mensual","Índice general",0.6
"364",364,"2015M09","Variación mensual","Índice general",-0.3
"365",365,"2015M08","Variación mensual","Índice general",-0.3
"366",366,"2015M07","Variación mensual","Índice general",-0.9
"367",367,"2015M06","Variación mensual","Índice general",0.3
"368",368,"2015M05","Variación mensual","Índice general",0.5
"369",369,"2015M04","Variación mensual","Índice general",0.9
"370",370,"2015M03","Variación mensual","Índice general",0.6
"371",371,"2015M02","Variación mensual","Índice general",0.2
"372",372,"2015M01","Variación mensual","Índice general",-1.6
"373",373,"2014M12","Variación mensual","Índice general",-0.6
"374",374,"2014M11","Variación mensual","Índice general",-0.1
"375",375,"2014M10","Variación mensual","Índice general",0.5
"376",376,"2014M09","Variación mensual","Índice general",0.2
"377",377,"2014M08","Variación mensual","Índice general",0.2
"378",378,"2014M07","Variación mensual","Índice general",-0.9
"379",379,"2014M06","Variación mensual","Índice general",0
"380",380,"2014M05","Variación mensual","Índice general",0
"381",381,"2014M04","Variación mensual","Índice general",0.9
"382",382,"2014M03","Variación mensual","Índice general",0.2
"383",383,"2014M02","Variación mensual","Índice general",0
"384",384,"2014M01","Variación mensual","Índice general",-1.3
"385",385,"2013M12","Variación mensual","Índice general",0.1
"386",386,"2013M11","Variación mensual","Índice general",0.2
"387",387,"2013M10","Variación mensual","Índice general",0.4
"388",388,"2013M09","Variación mensual","Índice general",-0.2
"389",389,"2013M08","Variación mensual","Índice general",0.3
"390",390,"2013M07","Variación mensual","Índice general",-0.5
"391",391,"2013M06","Variación mensual","Índice general",0.1
"392",392,"2013M05","Variación mensual","Índice general",0.2
"393",393,"2013M04","Variación mensual","Índice general",0.4
"394",394,"2013M03","Variación mensual","Índice general",0.4
"395",395,"2013M02","Variación mensual","Índice general",0.2
"396",396,"2013M01","Variación mensual","Índice general",-1.3
"397",397,"2012M12","Variación mensual","Índice general",0.1
"398",398,"2012M11","Variación mensual","Índice general",-0.1
"399",399,"2012M10","Variación mensual","Índice general",0.8
"400",400,"2012M09","Variación mensual","Índice general",1
"401",401,"2012M08","Variación mensual","Índice general",0.6
"402",402,"2012M07","Variación mensual","Índice general",-0.2
"403",403,"2012M06","Variación mensual","Índice general",-0.2
"404",404,"2012M05","Variación mensual","Índice general",-0.1
"405",405,"2012M04","Variación mensual","Índice general",1.4
"406",406,"2012M03","Variación mensual","Índice general",0.7
"407",407,"2012M02","Variación mensual","Índice general",0.1
"408",408,"2012M01","Variación mensual","Índice general",-1.1
"409",409,"2011M12","Variación mensual","Índice general",0.1
"410",410,"2011M11","Variación mensual","Índice general",0.4
"411",411,"2011M10","Variación mensual","Índice general",0.8
"412",412,"2011M09","Variación mensual","Índice general",0.2
"413",413,"2011M08","Variación mensual","Índice general",0.1
"414",414,"2011M07","Variación mensual","Índice general",-0.5
"415",415,"2011M06","Variación mensual","Índice general",-0.1
"416",416,"2011M05","Variación mensual","Índice general",0
"417",417,"2011M04","Variación mensual","Índice general",1.2
"418",418,"2011M03","Variación mensual","Índice general",0.7
"419",419,"2011M02","Variación mensual","Índice general",0.1
"420",420,"2011M01","Variación mensual","Índice general",-0.7
"421",421,"2010M12","Variación mensual","Índice general",0.6
"422",422,"2010M11","Variación mensual","Índice general",0.5
"423",423,"2010M10","Variación mensual","Índice general",0.9
"424",424,"2010M09","Variación mensual","Índice general",0.1
"425",425,"2010M08","Variación mensual","Índice general",0.3
"426",426,"2010M07","Variación mensual","Índice general",-0.4
"427",427,"2010M06","Variación mensual","Índice general",0.2
"428",428,"2010M05","Variación mensual","Índice general",0.2
"429",429,"2010M04","Variación mensual","Índice general",1.1
"430",430,"2010M03","Variación mensual","Índice general",0.7
"431",431,"2010M02","Variación mensual","Índice general",-0.2
"432",432,"2010M01","Variación mensual","Índice general",-1
"433",433,"2009M12","Variación mensual","Índice general",0
"434",434,"2009M11","Variación mensual","Índice general",0.5
"435",435,"2009M10","Variación mensual","Índice general",0.7
"436",436,"2009M09","Variación mensual","Índice general",-0.2
"437",437,"2009M08","Variación mensual","Índice general",0.3
"438",438,"2009M07","Variación mensual","Índice general",-0.9
"439",439,"2009M06","Variación mensual","Índice general",0.4
"440",440,"2009M05","Variación mensual","Índice general",0
"441",441,"2009M04","Variación mensual","Índice general",1
"442",442,"2009M03","Variación mensual","Índice general",0.2
"443",443,"2009M02","Variación mensual","Índice general",0
"444",444,"2009M01","Variación mensual","Índice general",-1.2
"445",445,"2008M12","Variación mensual","Índice general",-0.5
"446",446,"2008M11","Variación mensual","Índice general",-0.4
"447",447,"2008M10","Variación mensual","Índice general",0.3
"448",448,"2008M09","Variación mensual","Índice general",0
"449",449,"2008M08","Variación mensual","Índice general",-0.2
"450",450,"2008M07","Variación mensual","Índice general",-0.5
"451",451,"2008M06","Variación mensual","Índice general",0.6
"452",452,"2008M05","Variación mensual","Índice general",0.7
"453",453,"2008M04","Variación mensual","Índice general",1.1
"454",454,"2008M03","Variación mensual","Índice general",0.9
"455",455,"2008M02","Variación mensual","Índice general",0.2
"456",456,"2008M01","Variación mensual","Índice general",-0.6
"457",457,"2007M12","Variación mensual","Índice general",0.4
"458",458,"2007M11","Variación mensual","Índice general",0.7
"459",459,"2007M10","Variación mensual","Índice general",1.3
"460",460,"2007M09","Variación mensual","Índice general",0.3
"461",461,"2007M08","Variación mensual","Índice general",0.1
"462",462,"2007M07","Variación mensual","Índice general",-0.7
"463",463,"2007M06","Variación mensual","Índice general",0.2
"464",464,"2007M05","Variación mensual","Índice general",0.3
"465",465,"2007M04","Variación mensual","Índice general",1.4
"466",466,"2007M03","Variación mensual","Índice general",0.8
"467",467,"2007M02","Variación mensual","Índice general",0.1
"468",468,"2007M01","Variación mensual","Índice general",-0.7
"469",469,"2006M12","Variación mensual","Índice general",0.3
"470",470,"2006M11","Variación mensual","Índice general",0.2
"471",471,"2006M10","Variación mensual","Índice general",0.4
"472",472,"2006M09","Variación mensual","Índice general",-0.2
"473",473,"2006M08","Variación mensual","Índice general",0.2
"474",474,"2006M07","Variación mensual","Índice general",-0.6
"475",475,"2006M06","Variación mensual","Índice general",0.2
"476",476,"2006M05","Variación mensual","Índice general",0.4
"477",477,"2006M04","Variación mensual","Índice general",1.4
"478",478,"2006M03","Variación mensual","Índice general",0.7
"479",479,"2006M02","Variación mensual","Índice general",0
"480",480,"2006M01","Variación mensual","Índice general",-0.4
"481",481,"2005M12","Variación mensual","Índice general",0.2
"482",482,"2005M11","Variación mensual","Índice general",0.2
"483",483,"2005M10","Variación mensual","Índice general",0.8
"484",484,"2005M09","Variación mensual","Índice general",0.6
"485",485,"2005M08","Variación mensual","Índice general",0.4
"486",486,"2005M07","Variación mensual","Índice general",-0.6
"487",487,"2005M06","Variación mensual","Índice general",0.2
"488",488,"2005M05","Variación mensual","Índice general",0.2
"489",489,"2005M04","Variación mensual","Índice general",1.4
"490",490,"2005M03","Variación mensual","Índice general",0.8
"491",491,"2005M02","Variación mensual","Índice general",0.3
"492",492,"2005M01","Variación mensual","Índice general",-0.8
"493",493,"2004M12","Variación mensual","Índice general",-0.1
"494",494,"2004M11","Variación mensual","Índice general",0.2
"495",495,"2004M10","Variación mensual","Índice general",1
"496",496,"2004M09","Variación mensual","Índice general",0.2
"497",497,"2004M08","Variación mensual","Índice general",0.4
"498",498,"2004M07","Variación mensual","Índice general",-0.8
"499",499,"2004M06","Variación mensual","Índice general",0.2
"500",500,"2004M05","Variación mensual","Índice general",0.6
"501",501,"2004M04","Variación mensual","Índice general",1.4
"502",502,"2004M03","Variación mensual","Índice general",0.7
"503",503,"2004M02","Variación mensual","Índice general",0
"504",504,"2004M01","Variación mensual","Índice general",-0.7
"505",505,"2003M12","Variación mensual","Índice general",0.2
"506",506,"2003M11","Variación mensual","Índice general",0.3
"507",507,"2003M10","Variación mensual","Índice general",0.7
"508",508,"2003M09","Variación mensual","Índice general",0.3
"509",509,"2003M08","Variación mensual","Índice general",0.5
"510",510,"2003M07","Variación mensual","Índice general",-0.6
"511",511,"2003M06","Variación mensual","Índice general",0.1
"512",512,"2003M05","Variación mensual","Índice general",-0.1
"513",513,"2003M04","Variación mensual","Índice general",0.8
"514",514,"2003M03","Variación mensual","Índice general",0.7
"515",515,"2003M02","Variación mensual","Índice general",0.2
"516",516,"2003M01","Variación mensual","Índice general",-0.4
"517",517,"2002M12","Variación mensual","Índice general",0.3
"518",518,"2002M11","Variación mensual","Índice general",0.2
"519",519,"2002M10","Variación mensual","Índice general",1
"520",520,"2002M09","Variación mensual","Índice general",0.4
"521",521,"2002M08","Variación mensual","Índice general",0.3
"522",522,"2002M07","Variación mensual","Índice general",-0.7
"523",523,"2002M06","Variación mensual","Índice general",0
"524",524,"2002M05","Variación mensual","Índice general",0.4
"525",525,"2002M04","Variación mensual","Índice general",1.4
"526",526,"2002M03","Variación mensual","Índice general",0.8
"527",527,"2002M02","Variación mensual","Índice general",0.1
"528",528,"2002M01","Variación mensual","Índice general",-0.1
"529",529,"2023M12","Variación anual","Índice general",3.1
"530",530,"2023M11","Variación anual","Índice general",3.2
"531",531,"2023M10","Variación anual","Índice general",3.5
"532",532,"2023M09","Variación anual","Índice general",3.5
"533",533,"2023M08","Variación anual","Índice general",2.6
"534",534,"2023M07","Variación anual","Índice general",2.3
"535",535,"2023M06","Variación anual","Índice general",1.9
"536",536,"2023M05","Variación anual","Índice general",3.2
"537",537,"2023M04","Variación anual","Índice general",4.1
"538",538,"2023M03","Variación anual","Índice general",3.3
"539",539,"2023M02","Variación anual","Índice general",6
"540",540,"2023M01","Variación anual","Índice general",5.9
"541",541,"2022M12","Variación anual","Índice general",5.7
"542",542,"2022M11","Variación anual","Índice general",6.8
"543",543,"2022M10","Variación anual","Índice general",7.3
"544",544,"2022M09","Variación anual","Índice general",8.9
"545",545,"2022M08","Variación anual","Índice general",10.5
"546",546,"2022M07","Variación anual","Índice general",10.8
